FirstName,LastName,EmployeeClassificationType,DOB,JobFunctionDescription,State,GenderCode,LocationCode,RaceDesc,MaritalDesc
Gabriel,Pearson,Temporary,12-09-1981,Manager,MA,Female,81011,Asian,Married
Mercedes,Cook,Part-Time,13-09-1950,Locator,MA,Male,13394,Black,Married
Skyler,Blankenship,Full-Time,22-12-1964,Lineman,MA,Female,50967,Asian,Widowed
Jordan,Davis,Full-Time,20-07-1978,Technician,MA,Male,8286,Asian,Single
Bridget,Wu,Full-Time,21-08-1969,Mechanic,MA,Male,68039,Black,Widowed
Gabriel,Kirk,Temporary,17-02-1944,Technician,MA,Male,56563,Black,Widowed
Aron,Ali,Part-Time,20-08-1969,Laborer,MA,Male,96739,Other,Married
Kayden,Soto,Full-Time,02-05-1985,Planner,MA,Female,27488,Other,Married
Micaela,Conner,Part-Time,16-02-1955,Engineer,MA,Male,49299,Black,Single
Arthur,Mitchell,Full-Time,24-12-1972,Model Assistant,MA,Male,32547,Other,Single
Deven,Morse,Temporary,12-10-1954,Engineer,MA,Male,11664,White,Divorced
George,Villegas,Part-Time,29-09-1959,Planner,MA,Male,37926,White,Single
Arielle,Potts,Full-Time,31-05-1978,Engineer,MA,Male,76770,Black,Married
Maxwell,Howell,Full-Time,21-04-2001,Manager,MA,Female,72484,Black,Married
Junior,Bridges,Temporary,01-06-1944,Driller,MA,Female,13669,Hispanic,Married
Salvatore,Noble,Part-Time,28-10-1993,Lineman,MA,Male,7481,Asian,Single
Heath,Hodges,Temporary,20-12-1946,Engineer,MA,Male,76897,Other,Divorced
Gabriella,Warner,Full-Time,21-10-1958,Laborer,MA,Male,47326,Black,Married
Ryan,Tate,Part-Time,12-02-1960,Technician,MA,Male,20814,Other,Widowed
Hazel,Vincent,Full-Time,23-11-1987,Assistant,MA,Female,75880,Black,Married
Gavyn,Riggs,Temporary,11-05-1949,Engineer,MA,Female,65366,Black,Divorced
Giancarlo,Cross,Full-Time,25-06-1950,Clerk,MA,Female,40231,White,Widowed
Cristal,Bradshaw,Temporary,13-12-1995,Manager,MA,Female,41487,Black,Single
Guadalupe,Burke,Temporary,30-06-1969,Runner,MA,Female,36904,Hispanic,Widowed
Elisa,Henry,Part-Time,10-03-1943,Manager,MA,Female,10110,Black,Widowed
Kale,Fischer,Part-Time,07-03-1993,Laborer,MA,Female,46087,Black,Divorced
Morgan,Blackwell,Full-Time,30-05-1991,Foreman,MA,Female,37838,Black,Divorced
Ivan,Wright,Full-Time,21-11-1952,Engineer,MA,Male,15968,Asian,Married
Nayeli,Hood,Temporary,26-01-1995,Lineman,MA,Male,21100,Asian,Married
Marilyn,Smith,Temporary,20-09-1981,Foreman,MA,Male,65845,Asian,Married
Zoie,Rowland,Temporary,05-02-1966,Engineer,MA,Female,58535,Asian,Divorced
Ann,Nguyen,Temporary,16-05-1972,Engineer,MA,Female,3994,Hispanic,Divorced
Ramiro,Savage,Full-Time,06-04-1998,Engineer,MA,Male,32544,Black,Single
Karma,Koch,Part-Time,15-10-1980,Laborer,MA,Male,36153,Other,Widowed
Jacqueline,Hendrix,Full-Time,28-04-1980,Administrative,MA,Male,34262,Black,Married
Kaitlin,Barker,Temporary,21-03-1966,Lineman,MA,Male,12906,Black,Single
Semaj,Griffith,Full-Time,09-02-1992,Groundman,MA,Male,30753,Other,Married
Damian,Burke,Temporary,28-04-1963,Technician,MA,Female,60533,Other,Divorced
Jessie,Smith,Part-Time,16-11-1945,Technician,MA,Female,36882,Black,Widowed
Hezekiah,Cummings,Full-Time,23-01-1960,Laborer,MA,Male,62493,Black,Single
Brody,House,Temporary,25-09-1984,Driver,MA,Male,92706,Asian,Widowed
Aaliyah,Watts,Full-Time,11-04-1962,Engineer,MA,Male,7773,Asian,Divorced
Ashton,Larsen,Temporary,14-03-1998,Supervisor,MA,Female,55514,White,Single
Joshua,Gibson,Temporary,20-10-1977,Director,MA,Female,13406,Black,Divorced
Kyleigh,Bauer,Part-Time,10-06-1962,Technician,MA,Female,65379,Black,Divorced
Ramon,Schultz,Part-Time,29-08-1972,Supervisor,MA,Female,69445,White,Widowed
Maxim,Houston,Full-Time,06-09-1976,Foreman,MA,Female,32440,Black,Married
Deanna,Sellers,Part-Time,25-05-1977,Foreman,MA,Female,30804,Other,Widowed
Frankie,Figueroa,Temporary,11-12-1962,Laborer,MA,Female,17247,Hispanic,Single
Bentley,Rush,Full-Time,02-02-1978,Administration,MA,Female,32417,Asian,Divorced
Alexia,Pham,Full-Time,08-06-1998,Engineer,MA,Male,50738,White,Married
Roselyn,Roberts,Full-Time,15-01-1952,Manager,MA,Male,34278,Asian,Married
Ayden,Chambers,Full-Time,20-01-1996,Foreman,MA,Male,40836,Asian,Widowed
Kaitlynn,Serrano,Part-Time,01-08-1989,Manager,MA,Male,59081,White,Divorced
Jefferson,White,Part-Time,27-08-1964,Laborer,MA,Female,82019,Hispanic,Married
Maria,Grant,Full-Time,26-06-1975,Splicer,MA,Female,32969,Black,Married
Bryanna,Ibarra,Full-Time,21-12-1961,Lineman,MA,Male,36648,Other,Widowed
Sophie,Zavala,Temporary,24-11-1964,Director,MA,Male,95984,Hispanic,Single
Amya,Grant,Part-Time,09-12-1950,Administrator,MA,Male,31864,Other,Married
Jaydan,Neal,Temporary,18-01-1948,Laborer,MA,Female,54738,Hispanic,Single
Amiyah,Ramirez,Full-Time,28-03-1947,Project Manager,MA,Male,65896,White,Divorced
Kai,Holt,Full-Time,12-05-1985,Tower Hand,MA,Female,35618,Black,Single
Brendon,Wilson,Part-Time,26-09-1978,Lineman,MA,Female,17561,Hispanic,Single
Nancy,Short,Part-Time,23-04-1982,Mechanic,MA,Male,13779,Other,Divorced
Isabella,Wilkins,Temporary,01-09-1974,Groundman,MA,Male,31026,Other,Married
Mayra,Moss,Temporary,16-05-1964,Manager,MA,Male,84074,Asian,Single
Maria,Gonzalez,Full-Time,16-01-1948,Administrator,MA,Female,2472,White,Widowed
Jumil,Turpin,Part-Time,20-01-2001,Foreman,MA,Male,2343,Hispanic,Single
Ann,Daniele,Temporary,10-10-1959,Administrator,CT,Female,6033,Black,Single
Joe,South,Temporary,11-03-1958,Engineer,CT,Male,6278,Hispanic,Widowed
Sarah,Warfield,Full-Time,24-05-1985,Administrative,MA,Female,2453,Hispanic,Single
Alejandro,Bacong,Part-Time,25-02-1955,Engineer,MA,Male,1886,Hispanic,Widowed
Jyoti,Lajiri,Full-Time,17-04-1955,Coordinator,MA,Male,2169,Black,Widowed
Neville,Tredinnick,Part-Time,26-05-1984,Coordinator,MA,Male,1420,White,Divorced
Anthony,Cisco,Temporary,10-08-1956,Technician,MA,Male,2135,Hispanic,Single
Linda,Dolan,Full-Time,01-01-1978,Technician,MA,Female,2119,Black,Single
Carlos,Merlos,Part-Time,15-06-1950,Technician,MA,Male,2138,Asian,Single
Tanya,Morway,Part-Time,26-11-1957,Foreman,MA,Female,2048,Asian,Single
Anita,Shepard,Full-Time,29-09-1976,Foreman,MA,Female,1773,Other,Divorced
Jeremiah,Semizoglou,Temporary,03-04-1981,Manager,MA,Male,1545,White,Single
Katrina,Lambert,Part-Time,18-09-1975,Technician,MA,Male,56727,Hispanic,Divorced
Alexzander,Pope,Temporary,24-08-1987,Supervisor,MA,Male,12469,White,Single
Derek,Holmes,Full-Time,21-11-1948,Administrator,MA,Male,83312,Black,Single
Danika,Deleon,Part-Time,23-05-1998,Tower Hand,MA,Male,97413,Black,Married
Sabrina,Durham,Full-Time,11-04-2001,Laborer,MA,Male,21759,Asian,Divorced
Frankie,Carrillo,Part-Time,24-09-1992,Engineer,MA,Male,79707,Asian,Widowed
Quintin,Solomon,Full-Time,28-10-1990,Lineman,MA,Male,84152,Black,Divorced
Jaqueline,Pittman,Full-Time,12-03-1956,Manager,MA,Male,55408,Other,Married
Mariana,Glass,Temporary,30-05-1947,Tower Hand,CT,Male,89892,White,Widowed
Payton,Cross,Part-Time,07-03-1950,Laborer,CT,Female,16260,Hispanic,Divorced
Sloane,Rasmussen,Part-Time,07-09-1964,Planner,MA,Female,96097,Hispanic,Widowed
Elise,Vazquez,Part-Time,12-05-1953,Top Hand,MA,Male,21738,Asian,Single
Monique,Pierce,Part-Time,11-07-1961,Technician,MA,Male,40039,Hispanic,Married
Axel,Higgins,Part-Time,11-10-1993,Associate,MA,Male,45952,Hispanic,Divorced
Marcos,Petty,Temporary,12-01-1946,Technician,MA,Male,9738,Black,Single
Mia,Cowan,Part-Time,27-08-1956,Administrative,MA,Male,72879,Other,Single
Tanya,Leonard,Full-Time,14-08-1979,Assistant,MA,Female,28364,Asian,Single
Dereon,Page,Part-Time,27-09-2000,Lineman,MA,Male,94433,Hispanic,Divorced
Meadow,Boyer,Full-Time,25-10-1969,Foreman,MA,Male,97654,Hispanic,Single
Paris,Simpson,Full-Time,17-06-1970,Laborer,CT,Male,78239,Asian,Single
Kyla,Durham,Part-Time,19-07-1951,Lineman,MA,Female,40402,White,Divorced
Cassidy,Maddox,Full-Time,07-02-1977,Engineer,MA,Female,21480,Asian,Single
Edgar,Underwood,Temporary,02-06-1961,Laborer,MA,Male,49677,White,Single
Jaiden,Underwood,Full-Time,10-08-1969,Laborer,MA,Male,69726,Hispanic,Single
Eugene,Potts,Full-Time,10-08-1975,Driver,MA,Male,44664,Asian,Single
Gilbert,Klein,Temporary,06-09-1998,Laborer,MA,Male,53800,Hispanic,Single
Nathaly,Huffman,Temporary,18-08-1996,Technician,MA,Male,69459,Asian,Married
Nancy,Clay,Part-Time,21-01-1979,Foreman,MA,Female,78801,White,Widowed
Kylie,Cantrell,Temporary,17-08-1953,Administration,MA,Male,77264,Hispanic,Single
Vance,Marquez,Temporary,07-07-1994,Manager,CT,Male,38058,Black,Married
Dante,Wyatt,Temporary,10-09-1987,Laborer,CT,Female,34011,White,Widowed
Rey,Monroe,Temporary,18-07-1983,Operator,MA,Female,56198,Asian,Single
Jayden,Mckee,Temporary,24-01-1942,Manager,MA,Male,72343,Black,Single
Brady,Yoder,Part-Time,01-10-1999,Accountant,MA,Male,77314,Other,Widowed
Darwin,Allen,Part-Time,17-05-1994,Groundman,MA,Male,57170,Other,Divorced
Jasper,Harrison,Temporary,24-05-1963,Engineer,MA,Male,18837,Black,Widowed
Bailey,Humphrey,Full-Time,02-07-1951,Technician,MA,Male,90580,Other,Married
Clare,English,Part-Time,20-04-1992,Engineer,MA,Female,70282,Hispanic,Married
Amy,Sherman,Temporary,04-01-1996,Lineman,MA,Female,86329,Asian,Single
Lizbeth,Hunt,Part-Time,25-02-1965,Flagger,MA,Male,70757,Other,Widowed
Eden,Armstrong,Temporary,05-05-1989,Engineer,CT,Male,58224,White,Married
Eugene,Mueller,Temporary,19-03-1972,Technician,MA,Female,38413,Other,Single
Tiffany,Washington,Full-Time,27-04-1969,Laborer,MA,Female,32977,Other,Married
Sloane,Moss,Temporary,03-10-1963,Vp,MA,Male,9209,Asian,Single
Kaeden,Vargas,Full-Time,09-11-1959,Technician,MA,Male,58737,Other,Divorced
Lena,Sandoval,Full-Time,21-10-1986,Clerk,MA,Male,5363,Other,Widowed
Adrien,Olsen,Part-Time,23-03-2000,Administrative,MA,Male,51175,Hispanic,Widowed
Damari,Brewer,Temporary,10-06-1977,Drafter,MA,Male,49132,Hispanic,Divorced
Annalise,Gross,Temporary,23-11-1966,Laborer,MA,Male,64853,Asian,Single
Kamari,Mcgrath,Full-Time,05-06-1971,Lineman,MA,Female,39859,White,Widowed
Lorena,Rice,Part-Time,08-01-1966,Director,MA,Female,48135,Asian,Single
Eliezer,Stokes,Part-Time,27-10-1972,General Manager,MA,Male,41066,Hispanic,Widowed
Aspen,Reyes,Part-Time,22-10-1997,Laborer,CT,Male,28613,Hispanic,Married
Rudy,Richardson,Temporary,23-08-1969,Laborer,CT,Male,81215,Asian,Divorced
Alana,Castro,Temporary,30-05-1954,Lineman,MA,Female,70578,Hispanic,Single
Oscar,Lopez,Full-Time,21-01-1976,Lineman,MA,Male,81607,Asian,Single
Carter,Cook,Part-Time,18-02-1967,Engineer,MA,Male,69536,Other,Divorced
Liam,Hanna,Part-Time,13-01-1996,Clerk,MA,Male,16655,Hispanic,Married
Zara,Pitts,Temporary,15-05-1973,Clerical,MA,Male,73726,Black,Single
Abby,Woodward,Part-Time,12-11-1992,Laborer,MA,Male,14181,Other,Divorced
Litzy,Esparza,Part-Time,15-02-1946,Operator,MA,Female,14438,Asian,Married
Noemi,Brewer,Full-Time,16-06-1991,Administrator,MA,Female,11294,White,Widowed
Gilberto,Macdonald,Temporary,27-04-1987,Engineer,MA,Female,96985,Black,Widowed
Armando,Macias,Part-Time,21-10-1948,Engineer,CT,Female,93436,Black,Single
Britney,Kelly,Temporary,06-12-1977,Technician,CT,Male,42646,Other,Single
Emanuel,Haas,Temporary,24-06-1954,Flagger,CT,Male,54502,White,Divorced
Karlie,Drake,Full-Time,20-06-1987,Engineer,MA,Female,88391,Other,Divorced
Myla,Mullen,Part-Time,15-10-1982,Foreman,MA,Male,26421,Black,Single
Alan,Holland,Temporary,20-08-1999,Foreman,MA,Male,85660,Asian,Divorced
Brooklynn,Greene,Temporary,04-07-1960,Engineer,MA,Male,60107,Other,Single
Maxwell,Mcpherson,Full-Time,01-04-1978,Principal,MA,Male,60831,Hispanic,Divorced
Lukas,Freeman,Part-Time,15-04-1953,Laborer,MA,Female,68298,Asian,Married
Yesenia,Nielsen,Full-Time,02-03-1959,Lineman,MA,Female,72913,Black,Married
Myah,Marsh,Full-Time,16-05-1943,Tester,MA,Female,3137,Other,Single
Korbin,Gilbert,Temporary,20-11-1980,Project Manager,MA,Female,2618,Other,Widowed
Jenna,Maddox,Part-Time,31-03-1956,Project Manager,CT,Female,84396,Black,Married
Anaya,Preston,Temporary,11-07-1948,Lineman,CT,Male,83611,Asian,Single
Eugene,Pena,Part-Time,22-06-1943,Engineer,CT,Female,88656,Other,Divorced
Abel,Baker,Full-Time,26-09-1995,Field Technician,MA,Female,79249,Asian,Single
Deven,Merritt,Temporary,05-02-1988,Project Manager,MA,Male,3921,Hispanic,Single
Hadassah,Moran,Temporary,02-06-1964,Groundman,MA,Male,84876,Black,Single
Hezekiah,Thompson,Full-Time,21-07-1993,Driver,MA,Male,66324,Hispanic,Single
Quintin,Fry,Part-Time,03-03-1970,Engineer,MA,Male,86510,Asian,Widowed
Alayna,Hess,Full-Time,08-06-1958,Engineer,MA,Female,48843,Black,Widowed
Amaris,Miller,Temporary,05-09-1975,Splicer,MA,Female,70797,Other,Married
Barrett,Wilcox,Temporary,11-07-1964,Director,MA,Female,6437,White,Married
Kimberly,Watson,Temporary,11-07-1986,Splicer,MA,Female,92289,Black,Married
Rebecca,Park,Part-Time,26-05-1944,Administrative,MA,Female,58900,Other,Married
Caleb,Schneider,Part-Time,22-02-1997,Technician,MA,Female,35673,White,Widowed
Vanessa,James,Part-Time,29-07-1950,Splicer,CT,Male,68952,White,Widowed
Maribel,Copeland,Full-Time,19-05-1968,Foreman,CT,Male,97493,Hispanic,Widowed
Henry,Zimmerman,Part-Time,02-06-1942,Purchasing,MA,Female,69903,White,Married
Nathanial,Booth,Temporary,22-07-1958,Project Manager,MA,Male,9758,Other,Single
Rhys,Barry,Part-Time,03-05-1991,Foreman,MA,Male,31391,Other,Widowed
Jonas,Rowland,Temporary,25-05-1964,Coordinator,MA,Male,14939,Other,Widowed
Chris,Vincent,Full-Time,11-04-1993,Technician,MA,Female,89635,Black,Widowed
Myah,Waller,Full-Time,17-06-1960,Laborer,MA,Female,48262,Asian,Widowed
Yaritza,Sherman,Full-Time,07-10-1944,Tower Hand,MA,Female,42410,Asian,Divorced
Haley,Weaver,Part-Time,04-11-1961,Laborer,MA,Female,62625,Other,Divorced
Alessandra,Lee,Part-Time,30-11-1943,Splicer,MA,Female,56684,Other,Married
Kaitlin,Hickman,Full-Time,04-10-1996,Lineman,MA,Female,26513,White,Widowed
Giancarlo,Juarez,Part-Time,16-03-1955,Foreman,MA,Female,26918,Hispanic,Single
Walter,Zuniga,Full-Time,27-04-1993,Technician,CT,Male,86917,Other,Widowed
Anna,Jordan,Part-Time,15-10-1960,Vp,MA,Male,64495,Hispanic,Widowed
Jeffery,Gamble,Full-Time,16-12-1941,Supervisor,MA,Female,47528,Hispanic,Single
Misael,Hunter,Temporary,12-10-1982,Lineman,MA,Male,50639,Other,Single
Audrina,Yu,Temporary,11-07-1956,Laborer,MA,Male,59834,White,Widowed
Jeramiah,Foster,Part-Time,20-04-1977,Clerk,MA,Female,73645,Asian,Married
Bruce,Wallace,Part-Time,09-04-1984,Helper,MA,Female,65218,Asian,Married
Giovani,Nelson,Temporary,26-06-1960,Drafter,MA,Male,34001,Black,Widowed
Ari,Anthony,Full-Time,21-04-1965,Billing,MA,Female,23569,Black,Single
Laylah,Branch,Part-Time,21-08-1967,Engineer,MA,Female,46935,White,Married
Alanna,Mullins,Temporary,03-01-1979,Vp,MA,Female,80168,Asian,Widowed
Arjun,Tyler,Full-Time,16-11-1993,Lineman,MA,Male,97304,White,Widowed
Donald,Favis,Temporary,27-06-1998,Director,CT,Male,6033,Other,Widowed
Daniff,Hernandez,Part-Time,13-09-1944,Laborer,MA,Male,1960,White,Widowed
Lori,Roby,Temporary,28-05-1955,Tower Hand,MA,Female,1886,Hispanic,Married
Thomas,Murray,Part-Time,04-09-1992,Foreman,TX,Male,78230,Black,Married
Karthikeyan,Ait Sidi,Full-Time,09-08-1958,Technician,MA,Male,2148,Other,Divorced
Ivan,Rogers,Temporary,30-08-1985,Laborer,MA,Male,1810,White,Married
Bianca,Roehrich,Temporary,04-09-1951,Laborer,MA,Female,2703,Asian,Married
Jason,Salter,Part-Time,04-08-1971,Administrative,MA,Male,2452,Black,Single
Julia,Zhou,Full-Time,05-07-1997,Administrator,MA,Female,2148,White,Single
Thelma,Petrowsky,Temporary,23-03-1998,Engineer,MA,Female,1886,Black,Single
Jayne,Horton,Temporary,20-07-1957,Technician,MA,Female,2493,White,Married
Renee,Becker,Full-Time,03-12-1996,Field Technician,MA,Female,2026,Hispanic,Married
Randall,Pearson,Full-Time,29-10-1943,Foreman,MA,Male,2747,Hispanic,Married
Claudia N,Carr,Temporary,17-03-1991,Laborer,MA,Female,1886,White,Single
Noelle,Johnson,Part-Time,29-01-1989,Engineer,MA,Female,2301,Hispanic,Widowed
Taisha,Goble,Temporary,07-09-1961,Groundman,MA,Female,2127,Asian,Divorced
Kramer,Simard,Full-Time,01-11-1950,Assistant,MA,Male,2110,Black,Single
Mark,Griffith,Full-Time,22-02-1965,Engineer,MA,Female,78692,White,Married
Denisse,Hayes,Temporary,11-11-1946,Flagger,MA,Female,87816,Hispanic,Married
Draven,Giles,Full-Time,28-10-1998,Coordinator,MA,Female,31207,Hispanic,Married
Aliana,Shaw,Temporary,02-01-1997,Foreman,TX,Female,6158,Black,Widowed
Makaila,Nixon,Temporary,02-01-1991,Administration,TX,Female,36554,Other,Divorced
Mohammed,Orr,Full-Time,18-09-1974,Foreman,TX,Female,53042,Hispanic,Married
Braylen,Mendoza,Full-Time,20-08-1988,Foreman,TX,Male,42665,Hispanic,Single
Andreas,Torres,Full-Time,05-04-1947,Laborer,TX,Male,95490,White,Married
Maddison,Perez,Full-Time,19-06-1978,Lineman,MA,Male,74182,Black,Divorced
Charlize,Wagner,Part-Time,18-11-1990,Lineman,MA,Female,49449,Hispanic,Divorced
Micah,Pace,Temporary,19-05-1998,Foreman,MA,Female,39060,Black,Widowed
Marlee,Stevens,Temporary,26-02-2001,Lineman,MA,Male,21007,Black,Single
Precious,Roth,Part-Time,01-11-1998,Laborer,MA,Female,12883,Other,Married
Konner,Villegas,Part-Time,28-04-1978,Laborer,MA,Female,5707,Black,Single
Anastasia,Gillespie,Temporary,19-07-1955,Administration,MA,Female,10856,Black,Married
Emely,Rice,Temporary,14-07-1967,Engineer,MA,Female,94663,Other,Married
Lewis,Nixon,Full-Time,18-06-1966,Lineman,MA,Female,61086,Asian,Divorced
Macy,Webster,Full-Time,08-11-1950,Foreman,MA,Female,44077,Other,Married
Ciara,Acevedo,Temporary,31-10-1958,Technician,TX,Female,49694,Other,Widowed
Eleanor,Patton,Part-Time,07-06-1955,Foreman,TX,Female,21727,Black,Divorced
Brooklyn,Tanner,Temporary,22-05-1973,Laborer,TX,Female,50856,Hispanic,Single
Zander,Franco,Full-Time,07-01-1986,Engineer,TX,Male,97255,Other,Married
Kianna,Rhodes,Temporary,25-01-1999,Technician,TX,Male,44793,Asian,Single
Kinsley,Braun,Temporary,17-11-1991,Laborer,MA,Female,24094,White,Divorced
Gordon,Wu,Full-Time,19-08-1943,Apprentice,MA,Female,41670,Black,Divorced
Maryjane,Cross,Part-Time,26-04-1980,Laborer,MA,Male,56453,Asian,Widowed
Peyton,Phelps,Temporary,30-10-1967,Controller,MA,Female,5067,Black,Married
Carmen,Atkins,Full-Time,02-12-1975,Project Manager,MA,Female,39598,White,Married
Kiara,Fox,Temporary,07-02-1960,Laborer,MA,Female,35765,Black,Divorced
Yair,Jennings,Part-Time,12-06-1957,Laborer,MA,Female,24218,Other,Married
Kaylie,Velazquez,Full-Time,12-04-1964,Technician,MA,Female,62116,Hispanic,Married
Christine,Skinner,Full-Time,23-07-1963,Laborer,TX,Female,67986,Hispanic,Single
Zayne,Mccullough,Part-Time,18-01-1992,Director,TX,Male,26193,White,Widowed
Dennis,Key,Temporary,27-11-1972,Supervisor,TX,Female,46762,Hispanic,Married
Aydan,Benjamin,Full-Time,03-05-1982,Supervisor,TX,Male,81376,Other,Widowed
Kenzie,Mullins,Temporary,17-06-1981,Mechanic,MA,Female,73583,White,Widowed
Asa,Pham,Part-Time,18-06-1952,Foreman,MA,Female,43953,Asian,Widowed
Damarion,Schneider,Temporary,18-12-1956,Safety,MA,Male,73329,White,Divorced
Talan,Rodgers,Full-Time,09-03-1974,Coordinator,MA,Male,89576,Black,Single
Evelin,Snow,Full-Time,28-12-1961,Technician,MA,Male,49077,Black,Married
Sienna,Preston,Full-Time,24-05-1996,Foreman,MA,Female,42676,Asian,Married
Taylor,Dennis,Full-Time,08-02-1987,Top Hand,MA,Female,53464,Asian,Single
Cortez,Murillo,Temporary,08-12-1946,Project Manager,MA,Female,95641,Black,Widowed
Leonel,Combs,Full-Time,29-11-1999,Laborer,MA,Female,82286,White,Widowed
Carmen,Frost,Temporary,02-12-1946,Project Manager,TX,Male,72560,Black,Single
Ace,Krause,Full-Time,22-01-1971,Administrative,TX,Female,82557,Other,Married
Reuben,Davila,Full-Time,01-02-1943,Engineer,TX,Male,13760,Asian,Single
Angelique,Mann,Full-Time,31-03-1960,Technician,TX,Male,18464,Black,Divorced
Susan,Exantus,Part-Time,21-09-1957,Engineer,MA,Female,1749,Black,Married
Sandra,Martin,Temporary,08-07-1950,Foreman,MA,Female,2135,Asian,Widowed
Keyla,Del Bosque,Part-Time,23-11-1973,Foreman,MA,Female,2176,White,Married
Andrew,Szabo,Part-Time,27-01-1957,Coordinator,MA,Male,2140,Black,Single
Luke,Patronick,Temporary,28-07-1970,Project Manager,MA,Male,1844,Black,Divorced
Colby,Andreola,Part-Time,19-02-1959,Administrative,MA,Female,2110,White,Widowed
Edward,TRUE,Part-Time,18-03-2000,Lineman,MA,Male,2451,Black,Widowed
Judith,Carabbio,Temporary,21-12-1981,Foreman,MA,Female,2132,Hispanic,Married
Adell,Saada,Temporary,01-03-1987,Model Assistant,MA,Female,2132,Other,Single
Kamari,Hunter,Temporary,21-10-1992,Supervisor,MA,Male,12889,Hispanic,Divorced
Sarah,Malone,Temporary,22-02-1948,Foreman,MA,Male,21340,Hispanic,Married
Skyler,Blackwell,Temporary,03-10-1978,Administrative,MA,Male,67544,White,Single
Jasmin,Shah,Full-Time,19-11-1974,Engineer,MA,Male,36398,Asian,Single
Kole,Quinn,Full-Time,13-07-1953,Clerk,MA,Male,2562,Other,Single
Ansley,Jackson,Part-Time,04-12-1961,Vp,MA,Female,22621,White,Married
Jayda,Reese,Part-Time,08-03-1956,Mechanic,MA,Female,64065,White,Single
Julien,Whitehead,Full-Time,05-07-1947,Laborer,MA,Female,97374,Black,Single
Alan,Haynes,Part-Time,24-02-1942,Laborer,MA,Female,87646,White,Married
Kamryn,Herrera,Temporary,28-11-1978,Engineer,MA,Male,77974,Hispanic,Widowed
Kelvin,Foster,Full-Time,20-12-1990,Supervisor,MA,Female,42126,Black,Widowed
Joe,Fletcher,Full-Time,25-01-1989,Billing,MA,Male,51613,Hispanic,Single
Frederick,Howe,Temporary,11-06-1962,Engineer,MA,Male,12765,Black,Divorced
Nickolas,Davila,Part-Time,05-04-1992,Clerk,MA,Male,64122,Hispanic,Divorced
Kasey,Boyer,Part-Time,30-03-1987,Coordinator,MA,Female,91332,Other,Divorced
Giovanni,Jenkins,Temporary,13-11-1960,Foreman,MA,Female,39827,Other,Divorced
Alexis,Moss,Part-Time,07-11-1950,Engineer,MA,Female,27418,Other,Widowed
Joanna,Murphy,Full-Time,21-12-1962,Flagger,MA,Male,24931,Other,Single
Joseph,Schmidt,Part-Time,22-10-2000,Model Assistant,MA,Male,2121,Asian,Single
Brittany,Hurley,Part-Time,01-06-1979,Specialist,MA,Female,97697,Asian,Divorced
Niko,Hamilton,Temporary,06-07-1955,Foreman,MA,Male,75783,Black,Single
Ruben,Martinez,Temporary,29-10-1972,Lineman,MA,Male,26111,White,Widowed
Kiley,Haynes,Part-Time,01-07-1954,Laborer,MA,Male,50656,Asian,Widowed
Blaine,Brooks,Full-Time,28-03-1997,Operator,MA,Male,71808,Other,Single
Dennis,Livingston,Part-Time,08-12-1977,Manager,MA,Female,1043,Black,Single
